,productId,userId,score
161755,B00020HC6S,A3VBVES8IYR5ZJ,3.0
161758,B00004S39T,A2ZQXJD7YUIEHB,4.0
161764,B000063DFQ,A2OJO479I9P6R1,4.0
161765,B000063DFQ,A29V1MP4PX5ABN,5.0
161769,B000063DFQ,A3QWWEWCOTBCKM,5.0
161770,B000063DFQ,ADJXL0W0RJ7VV,5.0
161773,B000063DFQ,A1R74HBHI7PISK,5.0
161775,B000063DFQ,ARFCJKCUD7BRS,5.0
161776,B000063DFQ,A3P5R69D88B949,5.0
161777,B000063DFQ,A3GHQ2D2Q1DGQC,5.0
161778,B000063DFQ,A8R55V7ESVZGS,5.0
161782,B000063DFQ,A60PQSFWSQK8K,5.0
161786,B000063DFQ,A199T3IWULDX68,4.0
161790,B000063DFQ,AJH62ODJBSQMM,5.0
161791,B000063DFQ,A3CBNR1SZJJJDE,5.0
161793,B000063DFQ,A2BNGGD1WXKAJE,5.0
161799,B000063DFQ,A8W8JNQ9BJUYB,5.0
161802,B000063DFQ,A253FGZ4IDJMEC,5.0
161813,B000063DFQ,A36489F4G8T4E7,5.0
161818,B000063DFQ,A32DTCFBBB9WIV,5.0
161819,B000063DFQ,A37SLSG12LVACE,4.0
161822,B000063DFQ,A3GP5YP52BD4EX,4.0
161823,B000063DFQ,A3T9IX8EDFDX4G,4.0
161825,B000063DFQ,A1S8962OZCEV73,5.0
161826,B000063DFQ,A2YP1HYB6Q0JEQ,5.0
161827,B000063DFQ,A2FVW24CH83R2P,5.0
161839,B000063DFQ,A1QHLEBHAOK3NO,5.0
161840,B000063DFQ,A1QW76PSGD6OOW,5.0
161843,B000063DFQ,A1L1NYH387VKGM,5.0
161846,B000063DFQ,A1VEAH9SXWZTLD,5.0
161847,B000063DFQ,A1GDBTJIQE6OAI,4.0
161849,B000063DFQ,A1QQPIUXWD4G0Z,5.0
161851,B000063DFQ,A1CFXB85FSD9NU,4.0
161853,B000063DFQ,A1LD5UX7EPDJ9F,3.0
161856,B000063DFQ,A1ATUJY5GJNGCE,5.0
161859,B000063DFQ,AAOMG1YP0VNP9,3.0
161866,B000063DFQ,A3RA4OH4FDPS03,4.0
161867,B000063DFQ,ATMKJX8W0XYDV,5.0
161868,B000063DFQ,A267KTM65L228A,5.0
161870,B000063DFQ,AKOACC54YJOLE,5.0
161873,B000063DFQ,A32ABOAE37PVGI,4.0
161874,B000063DFQ,A1SSKMAWCHB5L7,4.0
161875,B000063DFQ,AJKWF4W7QD4NS,5.0
161886,B000063DFQ,A2Q5K1G3S8RLWX,3.0
161892,B000063DFQ,A35NBGDTL6F2XJ,4.0
161897,B000063DFQ,A36RRLVEBABY5Z,5.0
161898,B000063DFQ,AN3JFK9UUJYUA,5.0
161906,B000063DFQ,A2AXTPUV6TMWYL,4.0
161909,B000063DFQ,A3UI85DYGMDA15,5.0
161910,B000063DFQ,A1C23583NUQDAE,5.0
161918,B000063DFQ,A1O80TLBZW8OSK,5.0
161919,B000063DFQ,A3VHV0NV7NKQPC,5.0
161920,B000063DFQ,API8LHQI6HWKX,5.0
161921,B000063DFQ,A38T0YN4VC4ZIE,5.0
161923,B000063DFQ,A1I586IWW7KLE4,4.0
161924,B000063DFQ,AWSYTZ2I2MW0V,5.0
161925,B000063DFQ,A3MPH478GHSYES,5.0
161933,B000063DFQ,A3OM5A0I7K13G9,4.0
161942,B000063DFQ,A2NYYPD89ZU5J,4.0
161943,B000063DFQ,ANBQIWHO9JRFS,5.0
161944,B000063DFQ,A1ZCJ8JJLQU7VR,5.0
161947,B000063DFQ,AF7WXE3QSNNBO,5.0
161950,B000063DFQ,A1J5TC13BSPA2M,5.0
161952,B000063DFQ,A36SSF310LBGSE,4.0
161953,B000063DFQ,A1OML05BTJBEKS,5.0
161954,B000063DFQ,AGQEUU21DLZBH,5.0
161964,B000063DFQ,AZFCS75RSV25W,5.0
161968,B000063DFQ,A1DO5PCHEGAPRH,5.0
161969,B000063DFQ,A1ATUN1O3YNFN1,5.0
161971,B000063DFQ,A3E65QCNSR8NZB,5.0
161978,B000063DFQ,A2W0CD4OPKF4ID,5.0
161984,B000063DFQ,A2U80IPZXN5V1U,5.0
161985,B000063DFQ,A90OOWQZR6QIP,5.0
161986,B000063DFQ,A1435P5AMCPB3X,5.0
161988,B000063DFQ,AZD7NEVKD2GBX,5.0
161989,B000063DFQ,ALTNM8L034GRB,5.0
161992,B000063DFQ,A262TFY27XMQS3,5.0
161993,B000063DFQ,A2H22I2RWE0HOV,5.0
161995,B000063DFQ,A449YORORHW8L,5.0
161997,B000063DFQ,AHEDVTEMRNAVG,5.0
161998,B000063DFQ,A2F7HLFS00FA1J,5.0
162000,B000063DFQ,A23EJSHAM2T93D,5.0
162001,B000063DFQ,A21TQIA4NMTOPV,4.0
162016,B000063DFQ,A137LXX5FFLNX,5.0
162018,B000063DFQ,A29RWLP7IALT51,5.0
162021,B000063DFQ,A3QZ8WR4DD1ZOS,5.0
162036,B000002ROZ,A3TZV5SXQ8F6ST,5.0
162053,B00006J47O,A3QS1EPDZTLPWS,3.0
162060,B000002RO5,A2D8CUJPOSRPNA,5.0
162061,B000002RO5,A12R54MKO17TW0,5.0
162062,B000002RO5,A2Z125PVH4WZE7,5.0
162063,B000002RO5,A2AIMXT9PLAM12,3.0
162104,B000002RON,A1F89OE7BAM7EL,5.0
162106,B000024MP7,A1JD47BAWO83W6,4.0
162109,B000B9EX3A,A1T31SS3RUQG2V,5.0
162124,B00000DC4N,A12I9G6JQ6IW2V,4.0
162125,B00000DC4N,AQ4B80F0JSBNI,3.0
162138,B00004R7NQ,A6X2VRUYHWM8Z,4.0
162176,B00004R7NQ,A1XX5797TIZT5Q,3.0
162181,B00004R7NQ,A1OWEPSA5J8QT1,5.0
162194,B00004R7NQ,A2T14I4WE5L6GP,5.0
162196,B00004R7NQ,A3H82LUT1EC655,5.0
162200,B00004R7NQ,A1UH3S1GVFSMFH,5.0
162240,B00004R7NQ,A2RHV42BTJSVON,5.0
162244,B00004R7NQ,A35V26FM2R1XL4,4.0
162271,B00004R7NQ,A2P49WD75WHAG5,5.0
162273,B00004R7NQ,A2QMNLEU7DZEFD,4.0
162282,B00004R7NQ,ADIDQRLLR4KBQ,5.0
162304,B00004R7NQ,AC1OVYOBOD9EN,5.0
162316,B00004R7NQ,A1ASQ0JYCGINCF,5.0
162321,B00000DC4B,A39GW5CBWTIWAZ,5.0
162323,B00000DC45,A1D4PVZ0QWEAW1,5.0
162324,B00006YXD9,A4LLXH0IZ3LMQ,3.0
162326,B00006YXD9,A1D2C0WDCSHUWZ,3.0
162327,B00006YXD9,A18IZ5QX2PRB3C,4.0
162329,B00006YXD9,AE0NM5F9U6PQE,5.0
162339,B000002RO4,ARG3C37UBDLA6,5.0
162340,B000002RO4,A16CZRQL23NOIW,5.0
162341,B000009I1D,A33GGROUQRQZS,4.0
162342,B000FJAVLY,A1VYFBHW6OHA59,5.0
162350,B00004R7NE,A2L7JN8R6GQE0F,2.0
162351,B00004R7NE,A1NJYYLGVK6NIO,1.0
162365,B00004R7NE,AZSN1TO0JI87B,5.0
162368,B00004R7NE,A3M7RECGYLXOPA,2.0
162379,B00004R7NE,AL7LEBKKW8XCC,5.0
162414,B00004R7NE,A2JMLB3XK5078P,5.0
162415,B00004R7NE,A150G96V43R1G4,5.0
162436,B00004R7NE,A3RTG2NAHXR2OJ,5.0
162445,B00004R7NE,A3BQCZNB97XUNY,5.0
162458,B00004R7NE,A8TM0MI3D9T29,3.0
162459,B00004R7NE,A1HXP4PZYZE52M,5.0
162466,B00004R7NE,A3786R3WY2I71C,5.0
162481,B00004R7NE,A3JYW6GWR9CS5P,1.0
162483,B00004R7NE,A14YR7QK3ASFFW,1.0
162487,B00004R7NE,A1XWQ13VJDOQ7C,1.0
162498,B00004R7NE,A2A6OXZPN0Y98Y,2.0
162499,B00004R7NE,A3B08DCVOC1BDI,4.0
162500,B00004R7NE,A22HN0VTP9TCLJ,2.0
162502,B00004R7NE,A3TKL7X26QKKMO,5.0
162509,B00004R7NE,AI9M4GVHAFBRU,2.0
162514,B00004R7NE,A2JT5X557H8JWX,5.0
162517,B00004R7NE,AKZLIIH3AP4RU,2.0
162521,B00004R7NE,ANCOMAI0I7LVG,5.0
162529,B00004R7NE,A2AAP2QMIRGTUV,4.0
162533,B00004R7NE,A1MPEG5S1DNI52,5.0
162534,B00004R7NE,A3BZNR2SAGCE16,5.0
162535,B00004R7NE,A2YTGRFQC9ZF52,3.0
162540,B00004R7NE,A27RUG27Y2HHIL,3.0
162561,B00004R7NE,A2T8Z519S25GZN,1.0
162578,B00004R7NE,ANBSW3BALFRR2,2.0
162598,B00004R7NE,A1XJ2XSG4W96K8,5.0
162607,B00004R7NE,ARL7FQCZGBM0R,1.0
162620,B00004R7NE,A2YAHYINX5KQRC,5.0
162632,B00004R7NE,A3EU0FX5OZZ32P,4.0
162669,B00004R7NE,A3P81N48BDEYVK,5.0
162694,B00004R7NE,A14L97QUNT8KZE,4.0
162705,B00004R7NE,ASCM3206SVTO0,5.0
162723,B00004R7NE,A19U7GWZHNF1XM,5.0
162737,B00004R7NE,A3OLZXHFGUAMWW,4.0
162745,B00004R7NE,A195390L6RGMP6,5.0
162757,B00004R7NE,AW53QFIBH472H,4.0
162758,B00004R7NE,A3Q1FVRV0CRYTH,5.0
162759,B00004R7NE,A3M1NNDD95HR0R,5.0
162785,B00004R7NE,AJKWF4W7QD4NS,4.0
162810,B00004R7NE,A3QAV7LALVG1F7,5.0
162815,B00004R7NE,A3TMC7AMWFM68R,4.0
162817,B00004R7NE,A3GTZW08HC6UV5,5.0
162819,B00004R7NE,A3KKM0T1KY42HA,5.0
162820,B00004R7NE,A34Y1FT0MTD7C9,3.0
162822,B00004R7NE,A1V5IO1CRS5Q6P,3.0
162823,B00004R7NE,A2HW6URUDFZ0Z9,5.0
162825,B00004R7NE,AGCJ9XJACYOXQ,4.0
162843,B00004R7NE,A39W3263A9HCMN,2.0
162845,B00004R7NE,AER15RIMV8E6D,4.0
162848,B00004R7NE,AW3FTPCBPVQNB,4.0
162849,B00004R7NE,ASVNSWIXBV72Q,5.0
162854,B00004R7NE,A230Z7M6UYT0FU,5.0
162860,B00004R7NE,A36SSF310LBGSE,2.0
162863,B00004R7NE,A3STFVPM8NHJ7B,4.0
162880,B00004R7NE,A1JIW8GOSSGUQR,1.0
162889,B000002ROO,A2KP92X5N1M27B,5.0
162890,B00004S396,A3U3W7URZU9259,5.0
162893,B00004S396,A1S3IEVZI29T7H,5.0
162894,B00004S396,AORCXT2CLTQFR,5.0
162896,B00004S396,A3M88RCAR2T804,5.0
162901,B00004S396,A9Q28YTLYREO7,4.0
162905,B00006YXDA,A14GK0E64J0WAS,4.0
162920,B000I9QC5A,A3TZV5SXQ8F6ST,2.0
162921,B000I9QC5A,A3T9IX8EDFDX4G,3.0
162922,B000I9QC5A,A248GUMT8WVVQ1,1.0
162923,B000I9QC5A,A2X27FQSHP418Y,1.0
162924,B000I9QC5A,AI6F4WN2KYLSX,3.0
162925,B000I9QC5A,A1HY4CVW8K1QFQ,2.0
162926,B000I9QC5A,A3QWWEWCOTBCKM,3.0
162927,B000I9QC5A,A3464G00K8ZYD1,2.0
162934,B000I9QC5A,A12R54MKO17TW0,4.0
162939,B000I9QC5A,A3TMC7AMWFM68R,5.0
162946,B000I9QC5A,AEHVPBNCQ3VMX,5.0
162947,B000I9QC5A,AEFRJ6ZBKGZV2,5.0
162948,B000I9QC5A,A1IKOYZVFHO1XP,4.0
162958,B000I9QC5A,A1YC6AHVLLD7UK,4.0
162961,B000I9QC5A,A2582KMXLK2P06,3.0
162964,B000I9QC5A,A1Q7329LOIJG6M,3.0
162965,B000I9QC5A,A1S5B32WYMEE44,3.0
162968,B000I9QC5A,A1BHK6FFUZNKSN,4.0
162974,B000I9QC5A,A2T63WOOW6XV6U,4.0
162975,B000I9QC5A,A2C5LA07JCDWTN,4.0
162982,B000I9QC5A,A32DTCFBBB9WIV,1.0
162983,B000I9QC5A,A1BJJVV2B5VLUQ,3.0
162994,B000I9QC5A,A3HU0B9XUEVHIM,5.0
162996,B000I9QC5A,A276M3NSIY9B82,3.0
163001,B000I9QC5A,A1AQH9I5J6A86G,2.0
163009,B000I9QC5A,A1YQHOKBEFHFA5,2.0
163010,B000I9QC5A,AK7HA5YU06NLG,5.0
163014,B000I9QC5A,AC0Z6U9OWFRT0,5.0
163015,B000I9QC5A,A20MFNB26O1T24,5.0
163017,B000I9QC5A,A1X4JO8EJ1U5BR,2.0
163025,B000I9QC5A,AKGF27HN0OF19,3.0
163026,B000I9QC5A,A2WQY1B8ZS7QRZ,4.0
163027,B000I9QC5A,A2UX5ABICURKL5,5.0
163030,B000I9QC5A,AX7IJTDESBOGL,4.0
163032,B000I9QC5A,A1MXPWDS7SVQN1,4.0
163034,B000I9QC5A,A15YPJLKLZS0MK,3.0
163035,B000I9QC5A,A3CY6819GDT75H,3.0
163036,B000I9QC5A,A331OF34UX4Y1K,2.0
163037,B000I9QC5A,A1A5V45PC8HDX7,4.0
163039,B000I9QC5A,A2DVFHG099GUGE,3.0
163041,B000I9QC5A,A1OML05BTJBEKS,5.0
163043,B000I9QC5A,A2YCSF5M79TWO8,5.0
163055,B000I9QC5A,AKP40TIE5SVSQ,4.0
163056,B000I9QC5A,A1KDGSZEJXSE9S,3.0
163062,B000I9QC5A,A1JIW8GOSSGUQR,3.0
163068,B000002ROX,A341BG8RMH8QW,5.0
163070,B000002ROX,A2KP92X5N1M27B,5.0
163071,B000002ROX,ARG3C37UBDLA6,5.0
163072,B000002ROX,A55MRYPUAX4QU,5.0
163080,B000002ROX,A220059NEEBEX7,5.0
163082,B000002ROX,AZC562U18BK2S,5.0
163086,B000002ROX,AM20VKKXBHDMZ,5.0
163090,B00004S39V,ASM1HMT2FKIL6,5.0
163094,B000002RO7,A1PSV2A607PCSI,5.0
163099,B000B7N0LI,AMM9CD6R306ZZ,5.0
163129,B00004R7NF,A1NJYYLGVK6NIO,1.0
163132,B00004R7NF,A1XJ2XSG4W96K8,5.0
163142,B00004R7NF,ANBSW3BALFRR2,2.0
163159,B00004R7NF,A3TMC7AMWFM68R,4.0
163161,B00004R7NF,A3GTZW08HC6UV5,5.0
163164,B00004R7NF,A2YAHYINX5KQRC,5.0
163169,B00004R7NF,AJKWF4W7QD4NS,4.0
163176,B00004R7NF,A3EU0FX5OZZ32P,4.0
163190,B00004R7NF,A2AAP2QMIRGTUV,4.0
163194,B00004R7NF,A1MPEG5S1DNI52,5.0
163195,B00004R7NF,A3BZNR2SAGCE16,5.0
163196,B00004R7NF,A2YTGRFQC9ZF52,3.0
163199,B00004R7NF,AER15RIMV8E6D,4.0
163217,B00004R7NF,AZSN1TO0JI87B,5.0
163223,B00004R7NF,AI9M4GVHAFBRU,2.0
163228,B00004R7NF,A2JT5X557H8JWX,5.0
163240,B00004R7NF,A3P81N48BDEYVK,5.0
163252,B00004R7NF,A2A6OXZPN0Y98Y,2.0
163253,B00004R7NF,A3B08DCVOC1BDI,4.0
163254,B00004R7NF,A22HN0VTP9TCLJ,2.0
163256,B00004R7NF,A3TKL7X26QKKMO,5.0
163261,B00004R7NF,ARL7FQCZGBM0R,1.0
163265,B00004R7NF,A2T8Z519S25GZN,1.0
163280,B00004R7NF,A3BQCZNB97XUNY,5.0
163294,B00004R7NF,A3786R3WY2I71C,5.0
163299,B00004R7NF,ASCM3206SVTO0,5.0
163302,B00004R7NF,A2JMLB3XK5078P,5.0
163303,B00004R7NF,A150G96V43R1G4,5.0
163349,B00004R7NF,AW3FTPCBPVQNB,4.0
163350,B00004R7NF,ASVNSWIXBV72Q,5.0
163355,B00004R7NF,A230Z7M6UYT0FU,5.0
163375,B00004R7NF,A1XWQ13VJDOQ7C,1.0
163378,B00004R7NF,A3OLZXHFGUAMWW,4.0
163388,B00004R7NF,AKZLIIH3AP4RU,2.0
163393,B00004R7NF,A3M7RECGYLXOPA,2.0
163405,B00004R7NF,A2L7JN8R6GQE0F,2.0
163424,B00004R7NF,AL7LEBKKW8XCC,5.0
163441,B00004R7NF,A36SSF310LBGSE,2.0
163444,B00004R7NF,A3STFVPM8NHJ7B,4.0
163458,B00004R7NF,A3RTG2NAHXR2OJ,5.0
163470,B00004R7NF,A8TM0MI3D9T29,3.0
163471,B00004R7NF,A1HXP4PZYZE52M,5.0
163477,B00004R7NF,A3KKM0T1KY42HA,5.0
163478,B00004R7NF,A34Y1FT0MTD7C9,3.0
163480,B00004R7NF,A1V5IO1CRS5Q6P,3.0
163481,B00004R7NF,A2HW6URUDFZ0Z9,5.0
163483,B00004R7NF,AGCJ9XJACYOXQ,4.0
163494,B00004R7NF,A39W3263A9HCMN,2.0
163501,B00004R7NF,A3QAV7LALVG1F7,5.0
163511,B00004R7NF,A1JIW8GOSSGUQR,1.0
163519,B00004R7NF,A3Q1FVRV0CRYTH,5.0
163520,B00004R7NF,A3M1NNDD95HR0R,5.0
163536,B00004R7NF,A195390L6RGMP6,5.0
163548,B00004R7NF,AW53QFIBH472H,4.0
163564,B00004R7NF,A19U7GWZHNF1XM,5.0
163599,B00004R7NF,ANCOMAI0I7LVG,5.0
163608,B00004R7NF,A27RUG27Y2HHIL,3.0
163625,B00004R7NF,A14L97QUNT8KZE,4.0
163666,B00004R7NF,A3JYW6GWR9CS5P,1.0
163668,B00004R7NF,A14YR7QK3ASFFW,1.0
163692,B0009EVGP0,A1JIW8GOSSGUQR,4.0
163693,B0009EVGP0,A3QAZQDJ4N9URX,5.0
163695,B0009EVGP0,A3I0UPD4L92TJZ,3.0
163700,B0009EVGP0,A3STFVPM8NHJ7B,5.0
163708,B0009EVGP0,A1FZA9C5MVIWHE,5.0
163711,B0009EVGP0,A3TKL7X26QKKMO,5.0
163713,B0009EVGP0,ASVNSWIXBV72Q,4.0
163717,B0009EVGP0,A2YTGRFQC9ZF52,5.0
163719,B0009EVGP0,A1793S04PGEUZ9,4.0
163728,B0000523QL,A328S9RN3U5M68,5.0
163730,B000002ROU,ASS8KYIKJA3Q1,5.0
163731,B000002ROU,AEY5446FF1ZNO,5.0
163735,B000BRABLA,A6PEFN0WG62HO,5.0
163736,B000BRABLA,A33IGFCQ1PO5MR,1.0
163737,B00000DC47,A1D4PVZ0QWEAW1,5.0
163925,B000Q7ZI0E,A1LFRJ3CSQFCI6,5.0
163929,B000FJAVLO,A1IWWRZJOXOSYP,3.0
163932,B000063DFR,A3P81N48BDEYVK,5.0
163933,B000063DFR,A33M07VZBYRMPY,5.0
163968,B000002ROA,A3FGPRBPHWQKVA,4.0
163971,B000002ROA,A1FQR15M2TXFFZ,5.0
163989,B000002ROM,AGB299ZIOSC2O,5.0
164000,B000A29EJ6,A2U49LUUY4IKQQ,5.0
164005,B00000DC4T,A24KFUJSF5RZPZ,5.0
164017,B000008MFB,A17WEX4I4KKSU0,5.0
164019,B000063DFF,A5A2QE6NECFR5,3.0
164031,B000002RPL,A2D8CUJPOSRPNA,5.0
164038,B000002RPL,A2AIMXT9PLAM12,3.0
164048,B000002RPL,A36AS0J5HF0IP7,3.0
164065,B00000DC58,A3A5J3WPT2VUYM,5.0
164073,B00006YXE4,A3VSO3T8Y8ZGZZ,5.0
164074,B00006YXE4,A39CYQVU20TZ1E,4.0
164077,B00006YXE4,ASRSZA0BT6ZXA,4.0
164078,B00006YXE4,A2J8WWG4W0OFYQ,5.0
164080,B00006YXE4,A1J6788AD55AW5,5.0
164090,B00006YXE4,A39YX2VMVWYVXC,4.0
164104,B00006YXE4,A3PGGPL7FM9F81,2.0
164107,B00006YXE4,A2T5FFATKEQQEV,5.0
164108,B00006YXE4,A1EZHHHUFALJUQ,5.0
164113,B00006YXE4,A3QWNQ2WA7QZYJ,2.0
164118,B00006YXE4,A3VDGERHHLOQVQ,4.0
164124,B00006YXE4,A14PEJXDFAFIXJ,3.0
164130,B00006YXE4,AL3Z1LZXS0Q1U,3.0
164133,B00006YXE4,AQP1VPK16SVWM,3.0
164138,B00006YXE4,A1ZPZNULFUAU2D,4.0
164151,B000002RP7,A2B8SNNKL6V6H8,5.0
164152,B000002RP7,A2T049UQONS0OY,5.0
164160,B000008MGU,A16HM5IJDLDQOP,4.0
164162,B00006J48P,A3IM5IGE0JCLHO,5.0
164164,B000063DGI,A39W3263A9HCMN,5.0
164165,B000063DGI,A1435P5AMCPB3X,5.0
164169,B000002RPX,A12R54MKO17TW0,5.0
164170,B000002RPX,ADTUS88NFTW23,5.0
164175,B000002RPT,A1TU1CK2R53CEF,5.0
164181,B000063DGE,AK0PLAZ6BBT2C,5.0
164184,B000063DGE,A5R3U8ZSFKAL4,4.0
164186,B000N0U0IY,A3JDLGOX8XQSHL,5.0
164187,B000N0U0IY,AEQFYOI6YJ83Z,4.0
164192,B000N0U0IY,A199T3IWULDX68,3.0
164203,B000N0U0IY,A2PN69QSR4D9O2,5.0
164215,B000057YGY,A1134JYIL2MGZW,5.0
164226,B000008MGX,AISD7WNNE6POG,4.0
164227,B000008MGX,A2WQY1B8ZS7QRZ,4.0
164249,B000002RPA,A37F5BQAYL9NFG,5.0
164250,B00000IBAI,A3REFBIIQDAH8N,5.0
164252,B00000IBAI,ARHOZP9Y49IH4,5.0
164256,B000008MGT,A303U1MOXG5R1F,5.0
164258,B000BLKJY0,A22PLUFHYLF0DD,5.0
164259,B00006YXEN,ADJEVNGP6WI45,4.0
164272,B000FQIT0W,A1D2ZN57YG2NMH,5.0
164311,B000FQIT0W,AK6MY2AQUMLTR,4.0
164318,B000FQIT0W,AE31M52VLKOG6,5.0
164333,B000FQIT0W,A16EHWSPVT7F0C,5.0
164339,B000FQIT0W,A2VOIE123XM7T5,4.0
164350,B000FQIT0W,A2GPN2VKS8E77C,5.0
164351,B000FQIT0W,ADQFH36WXEI4O,5.0
164380,B000FQIT0W,A2NNTNC715AJ50,3.0
164389,B000FQIT0W,A3LZBOBV9H1HDV,5.0
164406,B000B9EX4O,A138I6EVRRRR5I,5.0
164431,B000063DG3,A3ADFUS74MLPMA,4.0
164441,B000063DG3,A1FML9FCUPV6TI,5.0
164481,B000063DG3,A2X6GEC6LCDN4S,5.0
164486,B000063DG3,A2T5FFATKEQQEV,4.0
164498,B000063DG3,A2EENLV6OQ3DYM,4.0
164503,B000063DG3,A4OSXRZR2BMX8,4.0
164517,B000063DG3,AGRHEXZ7D0PGD,5.0
164531,B000063DG3,A3RC3AK8UN89I9,5.0
164533,B000063DG3,A1F9JGQSY6GQQ8,5.0
164540,B00005NI89,A1JJP6UO6OQAZ3,3.0
164544,B0002VEQFM,AQ9T9A5WJXVA9,3.0
164551,B000GTJSLM,AM7VYMZ1UD736,5.0
164566,B000GTJSLM,A13FBTZ8SO8T3D,4.0
164571,B000GTJSLM,A2TDK8D4HEMUYW,5.0
164573,B000GTJSLM,A25AXWGBGJ5KBS,5.0
164577,B000GTJSLM,A12R54MKO17TW0,5.0
164582,B000GTJSLM,A3NY5JFGYCD6JB,5.0
164585,B000GTJSLM,AUEY946M1L939,4.0
164588,B000GTJSLM,A1BJJVV2B5VLUQ,5.0
164590,B000GTJSLM,A1J5KCZC8CMW9I,5.0
164596,B000GTJSLM,A3EE0H0NWQ9QVL,5.0
164597,B000GTJSLM,A2AOYGUD72ZTRW,5.0
164599,B000GTJSLM,A3DL686B8JEM8A,5.0
164604,B00005MMMB,A2X7NBUETXC19E,4.0
164611,B00005MMMB,A110AP71Q2CS1R,4.0
164616,B00006YXE6,A3SAOHS7JGYTSJ,4.0
164618,B00006YXE6,A1OB5L3WMHJAD9,2.0
164627,B000002RP9,AQ8DU6XVA3USJ,5.0
164630,B000002RP9,A12R54MKO17TW0,5.0
164634,B00006YXEA,A3CN9CCJUNIPKT,5.0
164638,B00006YXEA,A1IANEBSMVGHS9,5.0
164644,B00006YXEA,A3DWUM6SN3N3NR,5.0
164654,B00006YXEA,A13FBTZ8SO8T3D,4.0
164662,B000002RP5,A33GGROUQRQZS,4.0
164668,B00005MMM9,A3KV8E79WT10ZI,5.0
164692,B000002RPB,A37F5BQAYL9NFG,5.0
164694,B000002RPZ,A1AJ8T3P7QX8HV,5.0
164703,B0006A9GMW,ASN6G7XK9W8HC,5.0
164707,B000063DG0,A3DDSAGWD0UN9H,4.0
164725,B000002RPV,A3VIOCJZ22JZXT,5.0
164727,B000002RPV,ARG3C37UBDLA6,5.0
164736,B00000IBAG,AVCRD98TH48RN,3.0
164737,B00000IBAG,A20DZX38KRBIT8,5.0
164740,B000002RPO,A2AIMXT9PLAM12,5.0
164741,B00006YXE7,AL3Z1LZXS0Q1U,4.0
164743,B00006YXE7,A3PGGPL7FM9F81,4.0
164755,B000002RP8,A1JUYF5D6TFFHB,5.0
164766,B00006YXEL,A1SLVQKERJUS16,5.0
164767,B00006YXEL,A8IFUOL8S9BZC,4.0
164773,B000002RP4,A1JUYF5D6TFFHB,5.0
164775,B000002RP4,A3U7E2BOFLD3VM,5.0
164780,B00000DC57,A2AVMEB8PQOTTE,5.0
164785,B000009I2K,A2673ECXSHN78Y,5.0
164786,B00000CGJW,AD65VRJZIUKKV,5.0
164789,B000JM6GXY,A252HNVAZENVNE,5.0
164791,B000JM6GXY,A3HU0B9XUEVHIM,5.0
164793,B000JM6GXY,A8IFUOL8S9BZC,4.0
164815,B00000IBAL,A1TW2JBAFXBZOK,5.0
164833,B000008MGQ,A3TPTSRYHOI5J0,4.0
164834,B000008MGQ,AARJLW29JSF31,5.0
164836,B000008MGQ,A1Q7329LOIJG6M,4.0
164846,B00006YXEK,A1HY4CVW8K1QFQ,5.0
164850,B00006YXEK,A38IRL0X2T4DPF,4.0
164853,B00006YXEK,A1GGOC9PVDXW7Z,5.0
164861,B00006YXEK,A5DXP7QPGR5A0,3.0
164867,B00006YXEK,AQP1VPK16SVWM,5.0
164869,B00006YXEK,A2YARCE69AJTVB,4.0
164872,B00006YXEK,A1AMUJB81XGXD1,5.0
164878,B00006YXEK,A2LER16JFKO902,5.0
164887,B00006YXEK,AL2VDE4LO4ESR,4.0
164888,B00006YXEK,A2CEIVPX763WBQ,5.0
164901,B00006YXEK,A169DSW6QUUJ6B,5.0
164907,B00006YXEK,A2BLITJITO97N5,2.0
164908,B00006YXEK,A1W3MBU3V858G9,3.0
164924,B00006YXEK,A4OSXRZR2BMX8,4.0
164952,B00006YXEK,A3AL8GQ69QE7WN,3.0
164955,B00006YXEK,A62G4QX6XQVLP,3.0
164957,B00006YXEK,A3EY2RC6VGJHK5,3.0
164962,B00006YXEK,ASCM3206SVTO0,3.0
164966,B00006YXEK,AD4CDZK7D31XP,4.0
164973,B00006YXEK,A1LJZQ14T4CY1X,4.0
164974,B00006YXEK,A30EK858PCGDP4,4.0
164977,B00006YXEK,A2R1HAXRNU0QX7,5.0
164995,B00006YXEK,ANXRJ8TU82KD5,5.0
164997,B00006YXEK,A3JOQ423EP9IQC,4.0
165002,B00006YXEK,A2WN6UJP3KUDRH,5.0
165007,B00006YXEK,A3Q83VI243WI7U,5.0
165013,B00006YXEK,A2L4ZGN7GZJ95T,4.0
165014,B00006YXEK,A1XP7P3X9MRE5H,4.0
165052,B00006YXEK,A13FBTZ8SO8T3D,5.0
165054,B00006YXEK,A1GEAIK6RX5AHM,4.0
165068,B00006YXEK,A28DTCRODDUF7D,4.0
165074,B00006YXEK,A24WH5CF3B8LJ7,5.0
165084,B00006YXEK,AM7PR12D8180Q,5.0
165090,B00006YXEK,A2ONZPPQ93TPQ9,5.0
165091,B00006YXEK,A1IWWRZJOXOSYP,5.0
165092,B00006YXEK,A2J8WWG4W0OFYQ,4.0
165102,B00006YXEK,A3SOV9HFM5H9T1,5.0
165112,B00006YXEK,A2CHLPRJZSD6U9,5.0
165114,B00006YXEK,A1J03J0HZ7KU5T,5.0
