,productId,title,userId,score,category
97343,B00022LIP2,Detroit Deli: A Taste of Detroit,A200C7YQJ45LRR,3.0,Music| Pop| Rap & Hip-Hop
97368,B000000ZGP,Hot Buttered Soul,A3UNGC700SNYHL,5.0,Music| Pop| R&B
97475,B000001V2M,The Best Of Pat Boone: April Love,AICZ0U5V9A4Z8,1.0,Music| Broadway & Vocalists| Pop| Rock
97480,B0002B64CK,Rock 'n' Roll Gypsies,A2FBJK2NDAD5M0,5.0,Music| Hard Rock & Metal| Pop
97483,B000001V26,Whatcha Lookin 4 [VHS],A3U3W7URZU9259,5.0,Movies & TV| Movies|Music| Christian| Gospel| R&B
97515,B000000ZG3,The Complete Riverside Recordings [Vinyl],A2I6V7JNUR85MQ,5.0,Music| Broadway & Vocalists| Jazz| Pop
97522,B000000ZGD,Greatest Hits,A9Q28YTLYREO7,5.0,Music| Blues| Pop| R&B
97562,B000000ZGK,Watcha See Is What You Get,A14W1VNMMYLWND,5.0,Music| Blues| Pop| R&B
97565,B000001V2N,The Best of Pat Boone: Love Letters In The Sand,A2WLZD9BY669HY,3.0,Music| Broadway & Vocalists| Classic Rock| Pop| Rock
97571,B000000ZGG,Money Talks,AQLKBEVHUQ0JK,5.0,Music| Pop| R&B| Rock
97581,B000001V25,Xmas,A1MA5JVW70PAS6,5.0,Music| Classical| Gospel| Miscellaneous| Pop| R&B
97657,B000FMT46O,Bad Boys,A12992398DDK8X,5.0,Music| Pop| R&B
97662,B000001V2W,Live in Branson Mo,A1LZ4Q5FQ6IUM2,3.0,Music| Country| Pop
97677,B000000ZGJ,Whatcha See Is What You Get,A14W1VNMMYLWND,5.0,Music| Pop| R&B
97681,B000001V2C,Country Music Is Here to Stay,A3CN9CCJUNIPKT,3.0,Music| Country| Miscellaneous| Pop
97696,B000AA4JYI,Legends,A3C6ZCBUNXUT7V,4.0,Music| Pop| Rap & Hip-Hop
97698,B000000ZGU,Be Altitude: Respect Yourself,A3KSPMD210TJPU,5.0,Music| Christian| Gospel| Pop| R&B
97715,B000AS1L00,Birds Make Good Neighbors [Vinyl],A3SAOHS7JGYTSJ,4.0,Music| Alternative Rock| Pop| Rock
97718,B000000ZGY,Waiting for Little Milton,ADG536J5D7FJY,5.0,Music| Blues| Pop| R&B
97722,B000LV6RGY,15 Degrees Off Cool,AEQFYOI6YJ83Z,5.0,Music| Miscellaneous| Pop
97751,B000000ZG6,Complete Riverside Recordings,ATNZ6ZION5HI1,5.0,Music| Jazz| Pop
97768,B00005174H,Popshopping,A3VZVYWCTGIEV0,5.0,Music| Pop| Rock
97771,B000000ZGM,Soul Limbo,AI51TJUK9UKJ6,4.0,Music| Blues| Classic Rock| Pop| R&B| Rock
97776,B000001V2Q,Symphonies Of The Planets 3,A8IFUOL8S9BZC,4.0,Music| Classical| New Age
97782,B000A2GFQ6,Out of Nothing,A3HCTHO1E9HWCO,5.0,Music| Rock
97827,B00005174I,Pop-Shopping [Vinyl],A3VZVYWCTGIEV0,5.0,Music| Pop| Rock
97832,B000067G5Y,Bunkka,A2J57EQ9KPGXR9,4.0,Music| Dance & Electronic| Pop
97951,B000000ZGL,Whatcha See Is,A14W1VNMMYLWND,5.0,Music| Pop| R&B
97954,B000F8DTCS,Walkin,A5WDJI6VT51TK,5.0,Music| Jazz| Pop
97966,B000J103KW,"Sex in the City, Vol. 1",APB7Q2UGJHK72,5.0,Music| Pop| R&B
97968,B000000ZGW,Waiting for Little Milton [Vinyl],ADG536J5D7FJY,5.0,Music| Blues| Pop| R&B
97975,B00026W640,Nikolai Kapustin: Piano Music,AFVROUVTT63XM,4.0,Music| Classical
98019,B000067G5Z,Into the Woods (2002 Broadway Revival Cast),ABH4G7TVI6G2T,5.0,Music| Broadway & Vocalists| Pop
98074,B000001V2F,Gospel,A2E1EFNIZL2FVA,5.0,Music| Christian| Country| Pop
98081,B000000ZG4,The Complete Riverside Recordings,A2I6V7JNUR85MQ,5.0,Music| Broadway & Vocalists| Jazz| Pop
98106,B000001V21,Kirk Franklin & The Family,A1MA5JVW70PAS6,5.0,Music| Christian| Gospel| R&B
98128,B000LV6RGO,In My Songs,A3PCTD8QM1BIXI,5.0,Music| Pop| R&B
98205,B000J103KM,As Daylight Dies,A39TQ9JE76GW88,5.0,Music| Alternative Rock| Classic Rock| Hard Rock & Metal| Rock
98302,B0009X4TX2,Fora De Orbita,A2XOV3ZKGDK55G,5.0,Music| Pop| Rock| World Music
98311,B00022LIPW,Detroit Deli (A Taste of Detroit) [Vinyl],A200C7YQJ45LRR,3.0,Music| Pop| Rap & Hip-Hop
98343,B000000ZHP,That's Where It's at,A2EC5M80VELW22,5.0,Music| Blues| Pop
98350,B000051751,Yo Soy Tono,A1075MZNVRMSEO,5.0,Music| Latin Music| World Music
98352,B0006OJRAY,Full Moon Session,A14OJS0VWMOSWO,5.0,Music| Pop| World Music
98353,B0000566AE,S. Rollins,A22AM3QW6TCYQJ,5.0,Music| Jazz
98357,B000001V3F,Relaxation & Meditation with Music & Nature: Mountain Streams,A1282500KZU528,5.0,Music| Classical| New Age| Pop
98358,B00005175J,Muddlin Gear,A3PFR87MY2I7P1,5.0,Music| Dance & Electronic| Pop| Rock
98366,B0002B58YU,Maker,A4TVX5141Y2TG,5.0,Music| Jazz| Pop| Rock
98370,B000000ZHD,Isaac Hayes Movement,A3PW062L639DIJ,5.0,Music| Blues| Pop| R&B
98380,B000000ZH3,Chronicle,AQLKBEVHUQ0JK,4.0,Music| Pop| R&B
98385,B0001EJJ8O,Blink 182,A33M07VZBYRMPY,5.0,Music| Alternative Rock| Pop| R&B| Rock
98392,B000000ZHH,Dramatic Experience,A3M88RCAR2T804,5.0,Music| Blues| Pop| R&B
98398,B000000ZHQ,Woman to Woman,A129YBX5BVNW2,4.0,Music| Blues| Pop| R&B
98422,B00005175G,In a Beautiful Place Out In the Country,A2Y9S5X41ASCCX,4.0,Music| Dance & Electronic| Pop
98465,B0002C1JB0,Thepicompromise,A2IAP1XFO6BK89,4.0,Music| Alternative Rock| Broadway & Vocalists| Dance & Electronic| Rap & Hip-Hop
98467,B0000566AD,Our Man in Jazz,A3UYERNM2UQ30B,5.0,Music| Jazz| Pop| Rock
98480,B000001V30,Jack Jones Sings Michel Legrand,A2NADXRZGP014J,5.0,Music| Broadway & Vocalists| Jazz| Pop| Rock
98491,B000MTO5UU,Soul Heart Transplant,A3KQP7IEABCRTP,4.0,Music| Blues
98505,B00005A0DJ,Blues On The Prowl,A1PBBQQ71EOW4O,5.0,Music| Blues| Gospel| Jazz| Pop
98506,B0000566AP,Hand Sown... Home Grown,A2D8CUJPOSRPNA,4.0,Music| Broadway & Vocalists| Country| Folk| Latin Music| Miscellaneous| Pop| Rock| Soundtracks| World Music
98514,B00005A0D1,1985-2000 Past Life Trauma,A1C2VZ6QJ6O0SG,5.0,Music| Hard Rock & Metal| Pop| Rock| World Music
98521,B00005175D,Slaughter House Cartel [Vinyl],ANL3T8RWYIK1L,2.0,Music| Pop| Rap & Hip-Hop
98523,B0000566AK,There Will Never Be Another You,A5QWQU82WXIHA,5.0,Music| Jazz| Pop| Rock
98537,B000NGRMN4,Life As We Know It,AEFRJ6ZBKGZV2,5.0,Music| Classic Rock
98551,B000001V33,101 Digital Sound Effects: Sounds of Horror,AIO247KHD2O40,5.0,Music| Miscellaneous| Pop
98555,B00005175H,In a Beautiful Place Out in the Country,AO2AQRPPSTABB,5.0,Music| Dance & Electronic| Pop| Rock
98620,B000BP2UA2,Don't Love You No More,A2BEU7GPGNIG44,5.0,Music| Pop| R&B
98622,B000000ZHJ,Montreux Festival [Vinyl],A3A4WQL80WOTMH,4.0,Music| Blues| Jazz| Miscellaneous| Pop| R&B| Rock
98652,B000F8DTD2,We Don't Need to Whisper (Clean),A37Y9UJBF3C32C,3.0,Music| Alternative Rock| Pop| Rock
98846,B000CCW0EU,The Blues,AWLISKK9SRZ1T,5.0,Music| Blues| Pop| World Music
98849,B000J103L6,50 Cent Is the Future,A3C6ZCBUNXUT7V,4.0,Music| Pop| Rap & Hip-Hop
98870,B000000ZHS,The Complete Stax/Volt Soul Singles: 1968-1971,ATLO3YXU2BC16,5.0,Music| Blues| Country| Dance & Electronic| Miscellaneous| Pop| R&B| Rock
98881,B000001V3E,Relaxation & Meditation with Music & Nature: Spring Showers,A1282500KZU528,5.0,Music| Classical| New Age| Pop
98889,B0000566AF,Sonny Meets Hawk!,AQ9T9A5WJXVA9,5.0,Music| Broadway & Vocalists| Jazz| Pop| Rock
98904,B000000ZHG,A Dramatic Experience,A3M88RCAR2T804,5.0,Music| Pop| R&B
98934,B000000ZHK,Montreux Festival,A3A4WQL80WOTMH,4.0,Music| Blues| Jazz| Miscellaneous| Pop| R&B| Rock
98942,B0000566AR,Stone Ponies Featuring,ALR35EFI69S5R,4.0,Music| Broadway & Vocalists| Country| Folk| Latin Music| Miscellaneous| Pop| Rock| Soundtracks| World Music
98976,B000F8DTDW,Well-Matched Best of Merl Saunders & Jerry Garcia,A2QUXMCJVPF2M4,5.0,Music| Jazz| Pop| Rock
99022,B000000ZHT,The Complete Stax/Volt Soul Singles: 1972-1975,AQLKBEVHUQ0JK,5.0,Music| Blues| Dance & Electronic| Miscellaneous| Pop| R&B| Rock
99044,B000005YTV,Sacred Island,A3UI85DYGMDA15,4.0,Music| Blues| Folk| Pop| World Music
99046,B00005A0D4,Dream Manifestation,AF74UAKV3Q3W0,5.0,Music| New Age| Pop
99059,B000BP2UAC,Pimpin All Over the World,A3VBVES8IYR5ZJ,1.0,Music| Rock
99073,B00005175O,Super Sound [Vinyl],A3QS1EPDZTLPWS,5.0,Music| Dance & Electronic| Pop| Rock
99084,B000000ZHY,Blues for Elvis,A17HLF76N5UNYP,5.0,Music| Blues| Pop
99128,B000001V38,Echoes of Nature: Ocean Waves,A1IU7S4HCK1XK0,5.0,Music| Miscellaneous| New Age| Rock
99138,B0000V48PW,Essential New Wave,A3VBVES8IYR5ZJ,2.0,Music| Alternative Rock| Pop| Rock
99161,B000AA4JZC,Saturday [Vinyl],A3VBVES8IYR5ZJ,3.0,Music| Dance & Electronic| Pop| Rap & Hip-Hop
99169,B000000ZHA,Live Wire/Blues Power (Stax),A12S5XTMAHYYME,5.0,Music| Blues| Pop| R&B| Rock
99207,B00026W65Y,In Praise of Woman,A30IQE4G73MT80,4.0,Music| Classical| Pop
99224,B000000ZHN,To Be Continued,A25NN196JT60LS,5.0,Music| Pop| R&B
99244,B0002ZMJ70,Lest We Forget: The Best of,A330K1NZBFVCO2,5.0,Music| Alternative Rock| Hard Rock & Metal| Pop| Rock
99358,B000000ZH9,Chronicle,A9Q28YTLYREO7,5.0,Music| Blues| Pop| R&B
99367,B000000ZH5,Eddie Floyd - Chronicle: Greatest Hits,AQ4B80F0JSBNI,5.0,Music| Blues| Pop| R&B
99378,B0002B58YK,Closer to Source,A1Q8TMHHMPQHO9,1.0,Music| Jazz| Latin Music| Pop| R&B
99387,B0000566AB,Now's the Time,A2OFSDJB3MVQ16,4.0,Music| Jazz
99478,B000001V3A,Echoes of Nature: Thunderstorm,A2BLITJITO97N5,5.0,Music| Miscellaneous| New Age
99507,B000051756,Enters the Colossus [Vinyl],A175TPTHMNS7S4,4.0,Music| Pop| Rap & Hip-Hop
99521,B000AA4JZM,Why [Vinyl],A2TAPL67U2A5HM,5.0,Music| Dance & Electronic| Pop
99527,B000005YTU,Chez Toots,A3BGLVC6OZM2JW,5.0,Music| Jazz| Latin Music| Pop| World Music
99537,B000000ZH8,Carla and Rufus Thomas - Chronicle: Their Greatest Stax Hits,A9Q28YTLYREO7,5.0,Music| Blues| Pop| R&B
99540,B000001V3U,Steel Band Music of the Caribbean,A1A2FQKRSD9GL9,5.0,Music| Latin Music| Miscellaneous| Pop| World Music
99544,B00005175Y,Discriminate 1981-97,A2EDZH51XHFA9B,5.0,Music| Rock
99556,B0001BS40G,Rouse: Der Gerettete Alberich / Violin Concerto / Rapture,A13FBTZ8SO8T3D,3.0,Music| Classical
99558,B000000ZH4,Chronicle: Greatest Hits [Vinyl],AQ4B80F0JSBNI,5.0,Music| Blues| Pop| R&B
99567,B000000ZHC,Live Wire / Blues Power,A12S5XTMAHYYME,5.0,Music| Blues| Pop| Rock
99577,B000000ZIP,Dramatically Yours,A14W1VNMMYLWND,5.0,Music| Pop| R&B
99591,B000001V4E,Luck Be a Lady,A3LU79BYMWZEW9,3.0,Music| Broadway & Vocalists| Jazz| Pop
99592,B0000TSRBA,Georg Solti: In Rehearsal (Berlioz & Wagner),A2PAD826IH1HFE,5.0,Movies & TV| TV|Music| Classical
99597,B0001Q4BKS,Music of Mass Destruction - Live in Chicago,A30LLG1FVDT2EK,4.0,Music| Hard Rock & Metal| Pop| Rock
99630,B0000566B3,Eaten Alive,A35XFZN4MWNKK4,4.0,Music| R&B
99638,B000A2GFS4,Coisas,A3R5TRN2UP8788,5.0,Music| World Music
99649,B000005YUF,L.A. Woman [Vinyl],A2PN69QSR4D9O2,5.0,Music| Alternative Rock| Classic Rock| Hard Rock & Metal| Pop| Rock
99898,B00005176K,Legacy,A1ALPL858XSDE,5.0,Music| Pop| Rock
99929,B000000ZID,Lovejoy,A12S5XTMAHYYME,5.0,Music| Blues| Pop
99946,B000067G7C,"Wiggly Safari (Starring The Crocodile Hunter, Steve Irwin)",A1Z54EM24Y40LL,5.0,Music| Children's Music| Pop
99949,B0000TSRBU,"Hildegard von Bingen - In Portrait / Ordo Virtutum, Vox Animae, Patricia Routledge",A2PAD826IH1HFE,5.0,Movies & TV| TV|Music| Classical
99983,B000000ZI3,Black Moses,A3N9BC4JEFHN3E,5.0,Music| Blues| Pop| R&B
100003,B000QFOSJS,Buddy Emmons Sings Bob Wills,A1A3485UTN4SS,4.0,Music| Pop
100020,B00005A0E0,Hits II: Ganked & Gaffled,A3C6ZCBUNXUT7V,5.0,Music| Pop| Rap & Hip-Hop
100025,B00005176F,Best of,A1XC7W5DKT5NY8,5.0,Music| Alternative Rock| Pop| Rock| World Music
100122,B000000ZIQ,The Best of The Temprees,AORCXT2CLTQFR,4.0,Music| Blues| Pop| R&B
100137,B000051761,Voiznoiz,A3QS1EPDZTLPWS,4.0,Music| Dance & Electronic
100145,B0001BS41U,American Song,A1KGNXKJ9BWK9,5.0,Music| Broadway & Vocalists| Jazz| Pop
100165,B000005YUG,Their Greatest Hits (1971-1975) [Vinyl],A2BRSYSJO4L7VV,5.0,Music| Classic Rock| Country| Pop| Rock
100383,B00005176J,Very Best of,A3W4D8XOGLWUN5,4.0,Music| Alternative Rock| Pop| Rock| World Music
100425,B00026W66S,Milhaud: Le carnaval d'Aix; Le carnaval de Londres; L'apothose de Molire; Le buf sur le toit,AUEHG0DB54B7K,5.0,Music| Classical
100468,B0001BS41A,Shock Denial Anger Acceptance,A1NVEW628JUS2Y,5.0,Music| Alternative Rock| Classic Rock| Pop| Rock
100627,B000005YUH,Made in Japan [Vinyl],A3UI85DYGMDA15,5.0,Music| Classic Rock| Hard Rock & Metal| Pop| Rock| World Music
100784,B000A1QVJS,Vol. 1-Live in Berlin 1991,AYRPJESM22ERK,3.0,Music| Alternative Rock| Jazz| Miscellaneous
100785,B000001V4G,Polka King Plays Party Requests,A3Q015U42YXZ5C,3.0,Music| Classical| Miscellaneous| Pop| World Music
100789,B000000ZIR,Best of,AORCXT2CLTQFR,4.0,Music| Blues| Pop| R&B
100805,B00005176I,The Very Best of UB40,A1M1PPER44S9AI,5.0,Music| Alternative Rock| Pop| Rock| World Music
100843,B000005YU3,Clash,A2WQY1B8ZS7QRZ,4.0,Music| Alternative Rock| Dance & Electronic| Jazz| New Age| Pop| Rock
100848,B000F8DTEQ,Save Us Oh Jah,A1VYFBHW6OHA59,4.0,Music| Pop| World Music
100861,B000NS3C4U,Midnight Believer,APN6DO7VHDLTN,4.0,Music| Blues
100873,B000000ZIF,Blues N' Soul,AQLKBEVHUQ0JK,4.0,Music| Blues| Pop| R&B
100893,B0009Y2708,Toto Bona Lokua,A18IZ5QX2PRB3C,3.0,Music| Jazz| Pop| World Music
100914,B000005YUI,Best Of Doobies,A3KQLV5QJUGE95,4.0,Music| Classic Rock| Pop| R&B| Rock
100919,B0000566BK,"Crash, Boom, Bang",A2ZE73RFY0GD3K,5.0,Music| Pop
100934,B0000V48QQ,Extended Versions,A3JDLGOX8XQSHL,2.0,Music| Classic Rock| Hard Rock & Metal| Pop| Rock
100942,B0002ZMJ8E,Traditional Christmas,A3CN9CCJUNIPKT,4.0,Music| Country| Miscellaneous| Pop
100948,B000000ZIS,The Best of the Mad Lads [Vinyl],AQ4B80F0JSBNI,1.0,Music| Pop| R&B
100974,B000005YUE,Does Sun Really Shine on Moon,AMQ37QNEIZCGS,4.0,Music| Jazz| Pop
100979,B0000566B0,Boss,A2XT5OR3AR1PU2,5.0,Music| R&B
101044,B000000ZIG,Blues 'N Soul,AQLKBEVHUQ0JK,4.0,Music| Blues| Pop| R&B
101048,B00005LQ1N,Thomas & Friends - Best of Thomas (Collector's Edition) [VHS] (1995),A14OJS0VWMOSWO,5.0,Movies & TV| Movies|Music| Children's Music
101077,B000000ZIK,Melting Pot,A1LKBVKBHII5T5,5.0,Music| Blues| Classic Rock| Pop| R&B| Rock
101093,B0002B58Z4,Why Not?,A1VEAH9SXWZTLD,5.0,Music| Jazz| Latin Music| Pop
101106,B000005YUB,Dreaming My Dreams,AEQFYOI6YJ83Z,5.0,Music| Country| Pop
101134,B000051768,American Movie 2: Good Time for Bad Attitude,A293GSESZUQWX4,3.0,Music| Alternative Rock| Hard Rock & Metal| Pop| Rock
101223,B00005176C,Chase,AD9WTAOAFUZA4,5.0,Music| Country| Pop
101278,B000005YU9,The Point!,A2AOZQ3WTNVVOK,5.0,Music| Children's Music| Folk| Pop| Rock| Soundtracks
101329,B000051764,Blues Hollers & Hellos,A2WQY1B8ZS7QRZ,4.0,Music| Alternative Rock| Blues| Pop| Rock
101330,B0009Y270I,Wicked Branches,A14GK0E64J0WAS,4.0,Music| Alternative Rock| Pop| Rock
101335,B000001V4Y,Relaxation & Meditation with Music & Nature: Distant Thunder,A1282500KZU528,5.0,Music| Classical| New Age| Pop
101343,B00005A0E4,Game for Sale,A3C6ZCBUNXUT7V,3.0,Music| Pop| Rap & Hip-Hop
101363,B000067G7G,Christmas,AF74UAKV3Q3W0,5.0,Music| Miscellaneous| New Age
101385,B000001V4U,Echoes Of Nature: Sampler,AC32305TO79HL,1.0,Music| Miscellaneous| New Age
101414,B000051769,Garth Brooks,A1X4JO8EJ1U5BR,3.0,Music| Country| Pop
101446,B000005YUC,Here You Come Again,A2U49LUUY4IKQQ,5.0,Music| Country| Pop
101467,B0000566BA,Silk Electric,AKPCQXDQTRBGG,5.0,Music| R&B
101471,B000000ZIY,Grits Ain't Groceries,A3PGGPL7FM9F81,4.0,Music| Blues| Pop| R&B
101475,B000000ZIU,Best of,A1OWPKL52GZLP8,5.0,Music| Blues| Pop| R&B
101480,B00005176B,Ropin the Wind by Garth Brooks (2000) - Original recording reissued,A36RS7KTNOBROF,5.0,Music| Country| Pop
101526,B00005A0EZ,X Rated,A4TSE8GFC2SL6,5.0,Music| Hard Rock & Metal| Pop| Rock
101536,B000AV90KU,American Patriot,A2U49LUUY4IKQQ,5.0,Music| Country| Pop
101613,B000001V4X,Relaxation & Meditation with Music & Nature: Awakenings,A1282500KZU528,5.0,Music| New Age
101618,B000000ZIM,Years Gone By,A12S5XTMAHYYME,5.0,Music| Blues| Pop
101631,B00005176Z,Brainscapes 2001,AUJQGS8PQ20QH,5.0,Music| Dance & Electronic| New Age| Pop
101636,B000067G7F,Field Notes,A1M4NJYP0WNL8Q,5.0,Music| Folk| Jazz| New Age| Pop| Rock
101644,B000000ZIA,Greatest Hits,AORCXT2CLTQFR,2.0,Music| Dance & Electronic| Pop| R&B
101669,B000000ZI6,I'll Play the Blues for You,AB2AQMK9PCWWX,5.0,Music| Blues| Pop
101684,B00005176M,Vision Creation Newsun,A24D4ND2K1TEOA,4.0,Music| Alternative Rock| Pop| Rock
101704,B0000566B5,Force Behind the Power,AKPCQXDQTRBGG,5.0,Music| R&B
101713,B0000566B9,Voice of Love,A35XFZN4MWNKK4,5.0,Music| Dance & Electronic| Pop| R&B| Rock
101718,B000001V4C,Swingin' on the Moon [Laserlight],A1JAZQD0X39DDV,4.0,Music| Broadway & Vocalists| Jazz| Pop
101726,B0009Y270S,Plaza Sesamo: Me Gusta Ser Yo (2005),A220059NEEBEX7,5.0,Movies & TV| Movies|Music| Children's Music
101754,B000005YUL,Captain Captain - Texas Songster 3,A2CW9IQAPFEYLM,5.0,Music| Blues| Pop
101758,B00005176A,No Fences,A1X4JO8EJ1U5BR,5.0,Music| Country| Pop
101829,B0000TSRB0,Weir Here: The Best Of Bob Weir,AOYLVUVF5VZTU,4.0,Music| Classic Rock| Country| Pop| Rock
101839,B000000ZIV,Best of,A3OLZXHFGUAMWW,5.0,Music| Blues| Pop| R&B
101862,B0000566BV,Inner Voyage,A8IFUOL8S9BZC,2.0,Music| Jazz| Latin Music| World Music
101878,B000JWTQEU,Hell's Ditch,A34ZAYTNP67S83,2.0,Music| Alternative Rock| Folk| Rock| Soundtracks| World Music
101916,B000000ZI9,Greatest Hit Singles,AORCXT2CLTQFR,2.0,Music| Blues| Dance & Electronic| Pop| R&B
101926,B000F3PBHY,Blame It On Love And All The Great Hits,A9Q28YTLYREO7,5.0,Music| R&B
101927,B000K2RD08,Mystic Bridge,A1IWWRZJOXOSYP,5.0,Music| Blues| Folk| Pop| World Music
101937,B000067G7E,Live From Montana,AF74UAKV3Q3W0,5.0,Music| New Age
101950,B000001V4B,In the Christmas Mood II,A3EW2L59UBHQSG,5.0,Music| Classical| Jazz| Miscellaneous| Pop
101961,B000051767,Songs From An American Movie Vol. Two: Good Time For A Bad Attitude,A382ZMQEUY6KRK,5.0,Music| Alternative Rock| Hard Rock & Metal| Pop| Rock
102050,B00005176X,East/West Highway: Best Of,AUJQGS8PQ20QH,5.0,Music| New Age| Pop| World Music
102057,B000000ZI8,Walking the Back Streets,AB2AQMK9PCWWX,5.0,Music| Blues| Pop| R&B
102060,B0001BS41K,This Is Always: Ballad Session,A6FIAB28IS79,5.0,Music| Broadway & Vocalists| Jazz| Pop
102071,B000001V4Z,Relaxation & Meditation with Music & Nature: Ocean Voyages,A1282500KZU528,5.0,Music| Classical| New Age| Pop
102076,B000001V4V,Relaxation & Meditation with Music & Nature: Tropical Rainforest,A1282500KZU528,5.0,Music| Classical| New Age| Pop
102104,B000BP2UB6,Truly Madly Completely: The Best of Savage Garden,A2H3JURQZOHVMB,5.0,Music| Pop
102118,B00005176T,Poem,A16AFEPT3H8KNX,5.0,Music| Alternative Rock| Dance & Electronic| New Age| Pop| Rock
102275,B00005177L,OM: Yoga in a Box,A281NPSIMI1C2R,5.0,Music| Miscellaneous| Pop| World Music
102280,B000000ZJV,Jammed Together,A38K5P68YFIF1J,5.0,Music| Blues| Country| Gospel| Miscellaneous| Pop| R&B| Rock
102293,B0001Q4BLW,Thomas The Tank Engine And Friends 3 Disc Set (Make Someone Happy/Spills & Chills/Percy's Chocolate Crunch),A3EZ2PLA8AFPIF,5.0,Movies & TV| TV|Music| Children's Music
102324,B000F8DTFA,I Luv Cali,A2L3WEVFOCA7OY,3.0,Music| Pop| Rap & Hip-Hop
102334,B000001V5Z,Music From The Wonder Years: Summer Time (1983-93 Television Series),A3KF4IP2MUS8QQ,4.0,Music| Miscellaneous| Pop| Rock| Soundtracks
102341,B00005177T,Music to Watch Girls By,ACDNX5VOK1VGS,5.0,Music| Broadway & Vocalists| Jazz| Pop| Rock
102343,B000000ZJ5,We'll Get Over [Vinyl],A129YBX5BVNW2,4.0,Music| Christian| Gospel| Pop| R&B
102357,B000A1QVKW,Troika,A359UKJVFHVO85,4.0,Music| Folk| Jazz| World Music
102360,B000001V5C,Gypsy Nights,A2SRZQU1SZG4RR,5.0,Music| Pop| World Music
102378,B000005YVM,North Carolina Banjo Collection,A3N0E03AQD128O,5.0,Music| Blues| Classical| Country| Folk| Pop| World Music
102396,B000000ZJC,Lost Session,A12S5XTMAHYYME,5.0,Music| Blues| Pop| R&B
102402,B0000V48RA,Extended Versions,A3T6RCNC7MOGUN,5.0,Music| Alternative Rock| Pop| Rock
102406,B000000ZJ4,Booker T. Set,AI51TJUK9UKJ6,3.0,Music| Classic Rock| Pop| R&B| Rock
102413,B000AB11GQ,Independent,A1YQHOKBEFHFA5,2.0,Music| Hard Rock & Metal| Rock
102436,B0000566CA,Rivalry,A2X7NBUETXC19E,4.0,Music| Hard Rock & Metal
102439,B000005YVB,Clinch Mountain Country,A1GIIPXONCEEHP,5.0,Music| Christian| Country| Folk| Gospel| Pop
102500,B0001ZM8TK,"Beethoven: Triple Concerto, Op. 56 / Schumann: Piano Concerto, Op. 54",A2AIMXT9PLAM12,4.0,Music| Classical
102505,B000001V5X,Music From The Wonder Years: First Love (1983-93 Television Series),A3KF4IP2MUS8QQ,4.0,Music| Miscellaneous| Pop| Rock| Soundtracks
102520,B00005A0FC,Weightless in Water,A1J5KCZC8CMW9I,4.0,Music| Classic Rock| Pop| Rock
102532,B00026W67C,Rutland Boughton: String Quartets; Oboe Quartet No. 1,AFVROUVTT63XM,5.0,Music| Classical| Folk| Pop
102541,B000000ZJ7,We'll Get Over,A129YBX5BVNW2,4.0,Music| Christian| Gospel| Pop| R&B
102549,B0002N7C24,Drive,A2Y9S5X41ASCCX,4.0,Music| Alternative Rock| Dance & Electronic
102552,B000000ZJY,Blues at Sunrise: Live at Montreux [Vinyl],A1PBBQQ71EOW4O,5.0,Music| Blues| Pop| Rock
102574,B000A1RR6E,Best of S.O.S. Band,A9Q28YTLYREO7,4.0,Music| R&B
102720,B000001V5Y,"Music From The Wonder Years: Good Times, Good Friends (1983-93 Television Series)",A3KF4IP2MUS8QQ,3.0,Music| Miscellaneous| Pop| Rock| Soundtracks
102726,B000000ZJM,Best of Rance Allen Group,AQ4B80F0JSBNI,5.0,Music| Blues| Christian| Gospel| Pop| R&B
102742,B00005A0F9,Bach: Clavier-bung III (German Organ Mass),ABWX9JXFZULR1,5.0,Music| Classical
102753,B000005YVD,Happylove,A1BOJ7P7IEWGBT,5.0,Music| Alternative Rock| Pop| Rock
102771,B000000ZJF,I Wanna Get Funky,A12S5XTMAHYYME,5.0,Music| Blues| Pop| R&B
102782,B000000ZJ1,Joy,A31U2QT7SAL7K,5.0,Music| Pop| R&B
102805,B00022LISY,Day After Tomorrow (Score),A3UZHPT6414PS0,4.0,Music| Pop| Soundtracks
102863,B000001V5S,"WWII Radio Broadcast Complete Program Sept. 9, 1943 - June 29, 1944",A3LU79BYMWZEW9,4.0,Music| Broadway & Vocalists| Jazz| Miscellaneous| Pop
102910,B000BGFC2E,Wired,A1IWWRZJOXOSYP,5.0,Music| Country| Folk| New Age| World Music
102914,B000000ZJK,Only for the Lonely,A1PL8JA0TEHBVN,5.0,Music| Christian| Country| Gospel| Pop| R&B
102930,B0001XQ8JS,Achilles Heel [Vinyl],A8IFUOL8S9BZC,2.0,Music| Alternative Rock| Pop| Rock
102954,B000051771,Intermission: The Greatest Hits,A3U5JCXIXTGSLN,5.0,Music| Christian| Pop| Rap & Hip-Hop| Rock
103058,B000005YVF,Friends for a Lifetime,A36EW68H08UOCS,5.0,Music| Country| Pop
103066,B000000ZJ3,The Booker T. Set,AI51TJUK9UKJ6,3.0,Music| Blues| Classic Rock| Pop| R&B| Rock
103076,B0001Q4BL2,Thomas The Tank Engine And Friends - Totally Thomas 3-Disc Collection With Train (Make Someone Happy/Percy's Chocolate Crunch/Spills & Chills),A2QWF2BJ2FM4R2,4.0,Movies & TV| TV|Music| Children's Music
